name,district,bedroomNum,livingroomNum,bathroomNum,area,builtYear,direction,distance2SW,floorNum,type,price
中冶蓝城(东区),fs,3,2,1,97.4,2014,sn,1100,15,high,2280000
中冶蓝城(东区),fs,3,2,1,90.2,2014,sn,1100,15,high,2150000
天恒乐墅,fs,4,3,3,185,2020,sn,1900,5,NA,7580000
天恒乐墅,fs,4,2,3,186,2019,sn,1900,4,NA,6800000
天恒乐墅,fs,4,2,3,185,2014,sn,1900,4,NA,6700000
天恒乐活城(北区),fs,4,2,4,162,2015,sn,573,5,NA,5800000
天恒乐墅,fs,4,2,3,185,2012,sn,1900,4,NA,7000000
天恒乐墅,fs,4,2,3,205,2016,sn,1900,4,NA,9300000
天恒乐墅,fs,5,2,2,190,2015,sn,1900,4,NA,6700000
中冶蓝城(西区),fs,3,1,1,99.7,2015,sn,1100,15,high,2350000
中冶蓝城(东区),fs,3,2,1,90.2,2014,sn,1100,15,high,2150000
中冶蓝城(西区),fs,3,2,2,99.7,2015,sn,1100,15,high,2249000
中冶蓝城(东区),fs,3,2,1,97.4,2014,sn,1100,15,high,2280000
天恒乐墅,fs,4,2,3,185,2014,sn,1900,4,NA,6700000
天恒乐墅,fs,4,2,3,185,2012,sn,1900,4,NA,7000000
天恒乐墅,fs,4,2,3,205,2016,sn,1900,4,NA,9300000
天恒乐墅,fs,4,2,3,186,2019,sn,1900,4,NA,6800000
中冶蓝城(东区),fs,3,2,1,90.2,2014,sn,1100,15,high,2150000
中冶蓝城(东区),fs,3,2,1,97.4,2014,sn,1100,15,high,2280000
天恒乐墅,fs,4,2,3,185,2014,sn,1900,4,NA,6700000
天恒乐墅,fs,4,2,3,186,2019,sn,1900,4,NA,6800000
中冶蓝城(东区),fs,3,2,1,97.4,2014,sn,1100,15,high,2280000
天恒乐墅,fs,4,2,3,185,2014,sn,1900,4,NA,6700000
天恒乐墅,fs,4,2,3,186,2019,sn,1900,4,NA,6800000
中冶蓝城(东区),fs,3,2,1,97.4,2014,es,1100,16,high,2280000
天恒乐墅,fs,4,2,3,185,2014,sn,1900,4,NA,6700000
中冶蓝城(东区),fs,3,2,1,97.4,2014,es,1100,16,high,2280000
天恒乐墅,fs,4,2,3,185,2014,sn,1900,4,NA,6700000
中冶蓝城(东区),fs,3,2,1,97.4,2014,sn,1100,15,high,2280000
天恒乐墅,fs,4,2,3,185,2014,sn,1900,4,NA,6700000
中冶蓝城(东区),fs,3,2,1,97.4,2014,sn,1100,15,high,2280000
天恒乐墅,fs,4,2,3,185,2014,sn,1900,4,NA,6700000
天恒乐墅,fs,4,2,3,185,2014,sn,1900,4,NA,6700000
中冶蓝城(西区),fs,3,1,1,99.7,2015,sn,1100,15,high,2350000
中国铁建原香漫谷四区,fs,3,2,1,96.4,2015,sn,1700,16,high,2280000
中冶蓝城(西区),fs,3,1,1,99.7,2015,sn,1100,15,high,2350000
中冶蓝城(西区),fs,3,1,1,99.7,2015,sn,1100,15,high,2350000
中冶蓝城(东区),fs,3,2,1,90.2,2012,sn,1100,15,high,2150000
中冶蓝城(东区),fs,3,1,1,91,2015,sn,1100,12,high,2300000
中冶蓝城(东区),fs,3,2,1,97.4,2000,es,1100,16,high,2280000
中冶蓝城(东区),fs,3,2,1,90.2,2014,sn,1100,15,high,2150000
中冶蓝城(西区),fs,3,2,2,99.7,2015,sn,1100,15,high,2249000
天恒京西悦府,fs,4,2,3,195,2021,sn,1700,2,NA,6850000
天恒乐墅,fs,4,3,3,194,2015,sn,1900,5,NA,6300000
祺兴缘家园,fs,2,1,1,83.4,2004,ew,1200,6,high,1560000
兴房苑小区,fs,2,1,1,97.8,2004,sn,1200,6,mid,1790000
迎风六里(二区),fs,2,1,1,90.6,2006,sn,875,6,mid,2000000
九洲兴达A区,fs,2,1,1,91.5,2003,sn,NA,6,high,1750000
永兴达家园,fs,2,2,1,83,2000,sn,1500,6,mid,1900000
永兴家园,fs,2,1,1,90.8,2011,sn,1200,6,mid,2100000
福胜家园,fs,2,1,1,89.3,2006,sn,403,6,high,2150000
顺成嘉苑,fs,2,1,1,83.5,2006,sn,868,6,high,1760000
九洲兴达家园B区,fs,2,1,1,88,2003,ew,1100,6,mid,1800000
杰辉苑,fs,2,2,1,97.4,2003,sn,1100,7,high,2000000
燕化星城健德四里,fs,2,2,1,80.8,2000,sn,549,6,mid,1950000
顺成嘉苑,fs,2,1,1,83.5,2008,sn,868,6,high,1880000
燕化星城健德三里,fs,2,2,1,82.3,1998,wn,1200,6,mid,2030000
顺成嘉苑,fs,2,1,1,83.2,2007,sn,868,6,mid,1920000
迎风六里(二区),fs,2,1,1,91.4,2006,sn,875,6,mid,2100000
永兴家园,fs,2,1,1,90.8,2010,sn,1200,6,mid,2030000
九洲兴达A区,fs,2,1,1,99.4,2003,ew,NA,6,mid,1700000
九洲兴达A区,fs,2,1,1,98.5,2003,ew,NA,6,mid,1750000
昊腾家园,fs,2,2,1,99.3,2005,sn,2000,6,mid,1850000
燕化星城健德四里,fs,2,2,1,82.2,1997,sn,549,6,high,2000000
燕化星城健德四里,fs,2,2,1,80.8,1998,sn,549,6,mid,1990000
万宁小区,fs,2,1,1,80,2000,sn,800,6,high,1700000
顺成嘉苑,fs,2,1,1,90.6,2006,sn,868,6,mid,1880000
杰辉苑,fs,2,1,1,95.6,2006,sn,1100,6,high,1850000
永乐园三里,fs,2,1,1,83,2000,sn,1000,6,mid,1620000
永兴达家园,fs,2,1,1,91.1,2000,sn,1500,6,high,1890000
中冶蓝城(西区),fs,3,1,1,99.7,2015,sn,1100,15,high,2350000
中冶蓝城(东区),fs,3,2,1,90.2,2012,sn,1100,15,high,2150000
中国铁建原香漫谷四区,fs,3,2,1,96.4,2015,sn,1700,16,high,2280000
中冶蓝城(东区),fs,3,2,1,97.4,2014,es,1100,16,high,2280000
中冶蓝城(东区),fs,3,2,1,90.2,2014,sn,1100,15,high,2150000
祺兴缘家园,fs,2,1,1,83.4,2004,ew,1200,6,high,1560000
燕化星城健德四里,fs,2,2,1,82.2,1997,sn,549,6,high,2000000
顺成嘉苑,fs,2,1,1,83.5,2010,sn,868,6,high,1740000
九洲兴达家园B区,fs,2,2,1,88,2003,ew,1100,6,mid,1800000
中冶蓝城(东区),fs,3,2,1,90.2,2014,sn,1100,15,high,2150000
中冶蓝城(东区),fs,3,2,1,97.4,2014,es,1100,16,high,2280000
祺兴缘家园,fs,2,1,1,83.4,2004,ew,1200,6,high,1560000
中冶蓝城(东区),fs,3,2,1,97.4,2014,sn,1100,15,high,2280000
中冶蓝城(东区),fs,3,2,1,90.2,2014,sn,1100,15,high,2150000
祺兴缘家园,fs,2,1,1,83.4,2004,ew,1200,6,high,1560000
中冶蓝城(东区),fs,3,2,1,90.2,2014,sn,1100,15,high,2150000
中冶蓝城(东区),fs,3,2,1,97.4,2014,es,1100,16,high,2280000
祺兴缘家园,fs,2,1,1,83.4,2004,ew,1200,6,high,1560000
中冶蓝城(东区),fs,3,2,1,90.2,2014,sn,1100,15,high,2150000
中冶蓝城(东区),fs,3,2,1,97.4,2014,sn,1100,15,high,2280000
祺兴缘家园,fs,2,1,1,83.4,2004,ew,1200,6,high,1560000
祺兴缘家园,fs,2,1,1,83.4,2004,ew,1200,6,high,1560000
祺兴缘家园,fs,2,1,1,83.4,2004,ew,1200,6,high,1560000
南沿里,fs,2,1,1,81.2,1997,sn,1500,6,high,1680000
迎风四里,fs,2,1,1,90.2,1983,sn,1700,6,mid,1600000
良工佳苑,fs,2,1,1,98.9,2007,sn,1300,7,mid,2250000
燕化星城健德三里,fs,2,1,1,82.3,1998,en,1200,6,high,2100000
杏花西里,fs,2,2,1,82.6,1985,sn,1700,6,mid,1800000
保健路二条小区,fs,2,1,1,91,2000,sn,1500,6,high,1400000
迎风六里(二区),fs,2,1,1,90.7,2006,sn,875,6,high,1750000
万宁小区,fs,2,1,1,80,2000,sn,800,6,high,1700000
祺兴缘家园,fs,2,1,1,83,2004,sn,1200,6,high,1550000
燕化星城健德四里,fs,2,1,1,81.2,2000,sn,549,6,high,2250000
燕化星城健德三里,fs,2,2,1,82.7,1997,sn,1200,6,high,1980000
顺成嘉苑,fs,2,1,1,83.2,2010,sn,868,6,mid,1780000
燕化星城健德四里,fs,2,2,1,80.8,2000,sn,549,6,mid,1950000
永安家园(房山),fs,2,1,1,95.2,2007,sn,NA,6,mid,1900000
兴房苑小区,fs,2,1,1,97.8,2004,sn,1200,6,mid,1790000
洪福家园,fs,2,1,1,93.8,2000,sn,NA,6,mid,1750000
洪福家园,fs,2,1,1,88.6,2007,sn,NA,6,mid,1870000
福胜家园,fs,2,1,1,87.2,2005,ew,403,6,mid,1900000
九洲兴达A区,fs,2,1,1,92.5,2003,sn,NA,6,high,1950000
杰辉苑,fs,2,1,1,85,2002,sn,1100,6,high,1650000
昊腾家园,fs,2,1,1,99.3,2005,sn,2000,6,high,1480000
顺成嘉苑,fs,2,1,1,83.2,2008,sn,868,6,high,1850000
燕化星城健德四里,fs,2,2,1,80.8,1998,sn,549,6,mid,1990000
圣景苑,fs,2,1,1,92.1,2004,ew,1700,6,mid,2000000
顺成嘉苑,fs,2,1,1,83,2006,sn,868,6,mid,1850000
府东里社区,fs,2,1,1,85.3,1996,sn,NA,6,mid,1750000
昊腾家园,fs,2,1,1,99.3,2011,sn,2000,6,high,1650000
永乐园三里,fs,2,1,1,82.8,2000,ew,1000,6,high,1595000
保健路二条小区,fs,2,1,1,80.6,2000,ew,1500,6,mid,1600000
杏花西里,fs,2,1,1,85,2000,sn,1700,6,mid,1650000
福胜家园,fs,2,1,1,89.3,2008,sn,403,6,high,2050000
杏花西里,fs,2,2,1,81.5,1998,sn,1700,6,high,1700000
顺成嘉苑,fs,2,1,1,83.5,2009,sn,868,6,mid,1800000
九洲兴达A区,fs,2,2,1,98.5,2003,ew,NA,6,mid,1750000
营房小区,fs,2,1,1,86.4,2002,sn,897,6,high,2000000
昊腾家园,fs,2,2,1,99.3,2010,sn,2000,6,mid,1900000
福胜家园,fs,2,1,1,89.3,2006,sn,403,6,high,2000000
福胜家园,fs,2,1,1,87,2004,ew,403,6,mid,1900000
杰辉苑,fs,2,1,1,84.3,2005,sn,1100,6,mid,1600000
祺兴缘家园,fs,2,1,1,83.4,2004,ew,1200,6,high,1560000
圣景苑,fs,2,1,1,92.1,2002,ew,1700,6,high,2000000
福胜家园,fs,2,1,1,87.2,2005,ew,403,6,mid,1900000
永兴家园,fs,2,1,1,90.6,2010,sn,1200,6,mid,2020000
永乐园三里,fs,2,1,1,83.4,2002,sn,1000,6,mid,1620000
顺成嘉苑,fs,2,1,1,83.5,2008,sn,868,6,high,1880000
燕化星城健德四里,fs,2,2,1,80.8,1998,sn,549,6,mid,1990000
永乐园三里,fs,2,1,1,82.8,2000,ew,1000,6,high,1595000
燕化星城健德四里,fs,2,1,1,81.2,2000,sn,549,6,high,2250000
顺成嘉苑,fs,2,1,1,83.2,2005,sn,868,6,mid,1920000
永乐园三里,fs,2,1,1,83.4,2002,sn,1000,6,mid,1620000
燕化星城健德四里,fs,2,2,1,80.8,2000,sn,549,6,mid,1950000
顺成嘉苑,fs,2,1,1,83.5,2009,sn,868,6,high,1780000
祺兴缘家园,fs,2,1,1,83.4,2004,ew,1200,6,high,1560000
福胜家园,fs,2,1,1,89.3,2008,sn,403,6,high,2050000
燕化星城健德四里,fs,2,2,1,80.8,1998,sn,549,6,mid,1990000
祺兴缘家园,fs,2,1,1,83.4,2004,ew,1200,6,high,1560000
顺成嘉苑,fs,2,1,1,90.6,2008,sn,868,6,mid,2000000
顺成嘉苑,fs,2,1,1,83.5,2006,sn,868,6,high,1760000
祺兴缘家园,fs,2,1,1,83.4,2004,ew,1200,6,high,1560000
顺成嘉苑,fs,2,1,1,83.5,2009,sn,868,6,high,1760000
九洲兴达A区,fs,2,1,1,99.4,2005,ew,NA,6,mid,1700000
万宁小区,fs,2,1,1,80,2000,sn,800,6,high,1700000
顺成嘉苑,fs,2,1,1,83.5,2008,sn,868,6,high,1880000
福星家园(A区),fs,2,1,1,80.8,2000,ew,NA,6,mid,1650000
顺成嘉苑,fs,2,1,1,83.2,2007,sn,868,6,mid,1920000
昊腾家园,fs,2,1,1,99.3,2005,sn,2000,6,high,1480000
永安家园(房山),fs,2,1,1,95.2,2007,ew,NA,6,mid,2000000
燕化星城健德三里,fs,2,1,1,83.2,2000,sn,1200,6,high,2100000
兴房苑小区,fs,2,1,1,97.8,2004,sn,1200,6,mid,1790000
永兴家园,fs,2,1,1,90.8,2008,sn,1200,6,mid,2000000
燕化星城健德三里,fs,2,2,1,83.2,1996,sn,1200,6,high,2050000
保健路二条小区,fs,2,1,1,83,2000,sn,1500,6,mid,1730000
永安家园(房山),fs,2,1,1,86.9,2006,sn,NA,6,high,1890000
良工佳苑,fs,2,1,1,83.8,2008,sn,1300,7,mid,1900000
福胜家园,fs,2,1,1,89.3,2006,sn,403,6,high,2000000
祺兴缘家园,fs,2,1,1,84.4,2003,ew,1200,6,high,1600000
顺成嘉苑,fs,2,1,1,83.5,2011,sn,868,6,high,1800000
迎风六里(二区),fs,2,1,1,90.7,2006,sn,875,6,high,1750000
杏花西里,fs,2,1,1,81.5,2005,sn,1700,6,high,1700000
迎风六里(二区),fs,2,1,1,85.9,2005,sn,875,6,high,1850000
杰辉苑,fs,2,1,1,95.6,2000,s,1100,6,high,1850000
顺成嘉苑,fs,2,1,1,83.2,2008,sn,868,6,high,1850000
杰辉苑,fs,2,1,1,85,2002,sn,1100,6,high,1650000
燕化星城健德四里,fs,2,2,1,80.8,1998,sn,549,6,mid,1990000
燕化星城健德四里,fs,2,2,1,80.8,2000,sn,549,6,mid,1950000
祺兴缘家园,fs,2,1,1,83.4,2004,ew,1200,6,high,1560000
杏花西里,fs,2,2,1,81.5,1998,sn,1700,6,high,1700000
永兴家园,fs,2,1,1,90.8,2010,sn,1200,6,mid,2120000
杏花西里,fs,2,1,1,85,2005,sn,1700,6,mid,1650000
昊腾家园,fs,2,2,1,99.3,2005,sn,2000,6,high,1800000
永兴家园,fs,2,1,1,90,2010,sn,1200,6,mid,1980000
杏花西里,fs,2,1,1,85,2005,sn,1700,6,mid,1650000
福胜家园,fs,2,1,1,87.2,2005,ew,403,6,mid,1900000
杏花西里,fs,2,1,1,85,2002,sn,1700,6,mid,1650000
福胜家园,fs,2,1,1,87,2004,ew,403,6,mid,1900000
顺成嘉苑,fs,2,1,1,83,2006,sn,868,6,mid,1850000
九洲兴达家园B区,fs,2,1,1,90.2,2004,sn,1100,6,high,1950000
福胜家园,fs,2,1,1,86.4,2007,sn,403,6,high,2100000
顺成嘉苑,fs,2,1,1,83.5,2008,sn,868,6,high,1880000
兴房苑小区,fs,2,1,1,97.8,2004,sn,1200,6,mid,1790000
燕化星城健德三里,fs,2,1,1,83.2,2000,sn,1200,6,high,2100000
顺成嘉苑,fs,2,1,1,83,2010,sn,868,6,mid,1850000
祺兴缘家园,fs,2,1,1,83.4,2004,ew,1200,6,high,1560000
顺成嘉苑,fs,2,1,1,83.2,2008,sn,868,6,high,1850000
祺兴缘家园,fs,2,1,1,84.4,2003,ew,1200,6,high,1600000
福胜家园,fs,2,1,1,87.2,2005,ew,403,6,mid,1900000
顺成嘉苑,fs,2,1,1,83,2006,sn,868,6,high,1760000
永兴家园,fs,2,1,1,90,2010,sn,1200,6,mid,1990000
福星家园(A区),fs,2,1,1,80.8,2000,ew,NA,6,mid,1650000
燕化星城健德四里,fs,2,2,1,80.8,1998,sn,549,6,mid,1990000
顺成嘉苑,fs,2,1,1,83.2,2008,sn,868,6,high,1850000
兴房苑小区,fs,2,1,1,97.8,2004,sn,1200,6,mid,1790000
永兴家园,fs,2,1,1,90,2010,sn,1200,6,mid,1980000
顺成嘉苑,fs,2,1,1,83.5,2008,sn,868,6,high,1880000
福胜家园,fs,2,1,1,87.2,2005,ew,403,6,mid,1900000
祺兴缘家园,fs,2,1,1,83.4,2004,ew,1200,6,high,1560000
祺兴缘家园,fs,2,1,1,83.4,2004,ew,1200,6,high,1560000
顺成嘉苑,fs,2,1,1,83.5,2008,sn,868,6,high,1880000
祺兴缘家园,fs,2,1,1,83.4,2004,ew,1200,6,high,1560000
祺兴缘家园,fs,2,1,1,83.4,2004,ew,1200,6,high,1560000
永安家园(房山),fs,2,1,1,95.2,2007,ew,NA,6,mid,2000000
福胜家园,fs,2,1,1,86.4,2007,sn,403,6,high,2100000
良工佳苑,fs,2,1,1,98.9,2007,sn,1300,7,mid,2250000
杏花西里,fs,2,1,1,85,2005,sn,1700,6,mid,1650000
顺成嘉苑,fs,2,1,1,83.2,2007,sn,868,6,mid,1920000
永兴家园,fs,2,1,1,90,2010,sn,1200,6,mid,1990000
福胜家园,fs,2,1,1,87.2,2005,ew,403,6,mid,1900000
杰辉苑,fs,2,1,1,84.3,2003,sn,1100,6,mid,1650000
永兴家园,fs,2,1,1,90,2008,sn,1200,6,mid,1980000
迎风六里(二区),fs,2,1,1,90.7,2006,sn,875,6,high,1750000
顺成嘉苑,fs,2,1,1,83,2008,sn,868,6,high,1740000
燕化星城健德四里,fs,2,2,1,80.8,1998,sn,549,6,mid,1990000
福胜家园,fs,2,1,1,89.3,2006,sn,403,6,high,2000000
永安家园(房山),fs,2,1,1,95.2,2008,sn,NA,6,mid,1890000
昊腾家园,fs,2,2,1,99.3,2005,sn,2000,6,high,1800000
福胜家园,fs,2,1,1,89.3,2008,sn,403,6,high,2050000
九洲兴达家园B区,fs,2,2,1,88,2003,ew,1100,6,mid,1800000
九洲兴达家园B区,fs,2,2,1,90.2,2004,sn,1100,6,mid,1950000
福胜家园,fs,2,1,1,87.2,2005,ew,403,6,mid,1900000
兴房苑小区,fs,2,1,1,97.8,2004,sn,1200,6,mid,1790000
保健路二条小区,fs,2,1,1,80.6,2000,ew,1500,6,mid,1600000
顺成嘉苑,fs,2,1,1,83.5,2008,sn,868,6,mid,1880000
永乐园三里,fs,2,1,1,83.4,2000,sn,1000,6,mid,1560000
杏花西里,fs,2,1,1,81.5,2005,sn,1700,6,mid,1800000
祺兴缘家园,fs,2,1,1,84.4,2003,ew,1200,6,high,1600000
良工佳苑,fs,2,1,1,83.8,2008,sn,1300,7,mid,1900000
顺成嘉苑,fs,2,1,1,83.2,2008,sn,868,6,high,1850000
永兴家园,fs,2,1,1,90.6,2010,sn,1200,6,mid,2020000
九洲兴达家园B区,fs,2,1,1,90.2,2003,sn,1100,6,high,1900000
祺兴缘家园,fs,2,1,1,83.4,2006,sn,1200,6,high,1680000
永安家园(房山),fs,2,1,1,86.9,2006,sn,NA,6,high,1890000
顺成嘉苑,fs,2,1,1,83.2,2014,sn,868,6,mid,1870000
保健路二条小区,fs,2,1,1,89,2002,sn,1500,6,high,1480000
顺成嘉苑,fs,2,1,1,83,2006,sn,868,6,mid,1850000
燕化星城健德三里,fs,2,2,1,82.7,1997,sn,1200,6,high,1980000
顺成嘉苑,fs,2,1,1,83.5,2006,sn,868,6,mid,1900000
保健路二条小区,fs,2,1,1,80.6,2000,ew,1500,6,mid,1600000
祺兴缘家园,fs,2,1,1,84.4,2003,ew,1200,6,high,1600000
永乐园三里,fs,2,1,1,82.8,2000,ew,1000,6,high,1595000
福胜家园,fs,2,1,1,87.2,2005,ew,403,6,mid,1900000
兴房苑小区,fs,2,1,1,97.8,2004,sn,1200,6,mid,1790000
永乐园三里,fs,2,1,1,82.8,2000,ew,1000,6,high,1595000
顺成嘉苑,fs,2,1,1,83.2,2008,sn,868,6,high,1850000
杏花西里,fs,2,1,1,85,2005,sn,1700,6,mid,1650000
永安家园(房山),fs,2,1,1,95.2,2008,sn,NA,6,mid,1908000
杰辉苑,fs,2,1,1,84.3,2005,sn,1100,6,mid,1600000
永兴家园,fs,2,1,1,90,2008,sn,1200,6,mid,2050000
顺成嘉苑,fs,2,1,1,90.6,2000,sn,868,6,mid,1860000
祺兴缘家园,fs,2,1,1,84.4,2003,ew,1200,6,high,1600000
顺成嘉苑,fs,2,1,1,83.2,2007,sn,868,6,mid,1920000
福胜家园,fs,2,1,1,89.3,2006,sn,403,6,high,2000000
保健路二条小区,fs,2,1,1,80.6,2000,ew,1500,6,mid,1600000
昊腾家园,fs,2,2,1,99.3,2005,sn,2000,6,high,1800000
永兴家园,fs,2,1,1,90.6,2010,sn,1200,6,mid,2020000
永乐园三里,fs,2,1,1,82.8,2000,ew,1000,6,high,1595000
永兴家园,fs,2,1,1,90,2008,sn,1200,6,mid,1990000
兴房苑小区,fs,2,1,1,97.8,2004,sn,1200,6,mid,1790000
杏花西里,fs,2,1,1,85,2005,sn,1700,6,mid,1650000
顺成嘉苑,fs,2,1,1,83.2,2007,sn,868,6,mid,1920000
福胜家园,fs,2,1,1,87.2,2005,ew,403,6,mid,1900000
顺成嘉苑,fs,2,1,1,83.2,2007,sn,868,6,mid,1920000
保健路二条小区,fs,2,1,1,80.6,2000,ew,1500,6,mid,1600000
顺成嘉苑,fs,2,1,1,83.2,2010,sn,868,6,mid,1780000
九洲兴达A区,fs,2,2,1,98.3,2004,sn,NA,6,high,1900000
杰辉苑,fs,2,1,1,84.3,2005,sn,1100,6,mid,1600000
九洲兴达家园B区,fs,2,2,1,90.2,2004,sn,1100,6,mid,1950000
九洲兴达A区,fs,2,1,1,91.5,2003,sn,NA,6,high,1750000
燕化星城健德四里,fs,2,2,1,80.8,1998,sn,549,6,mid,1990000
福胜家园,fs,2,1,1,89.3,2008,sn,403,6,high,2050000
昊腾家园,fs,2,1,1,99.3,2005,sn,2000,6,mid,1850000
杏花西里,fs,2,1,1,85,2005,sn,1700,6,mid,1650000
杰辉苑,fs,2,1,1,95.6,2006,sn,1100,6,high,1850000
良工佳苑,fs,2,1,1,83.8,2006,sn,1300,6,mid,1800000
兴房苑小区,fs,2,1,1,97.8,2004,sn,1200,6,mid,1790000
福胜家园,fs,2,1,1,87.2,2005,ew,403,6,mid,1900000
顺成嘉苑,fs,2,2,1,91,2006,sn,868,6,mid,2200000
永安家园(房山),fs,2,1,1,95.2,2005,sn,NA,6,mid,1850000
永兴家园,fs,2,1,1,90.8,2008,sn,1200,6,mid,2000000
顺成嘉苑,fs,2,1,1,83.5,2008,sn,868,6,high,1750000
燕化星城健德四里,fs,2,2,1,80.8,2000,sn,549,6,mid,1950000
永兴家园,fs,2,1,1,90.3,2007,sn,1200,7,mid,2050000
燕化星城健德三里,fs,2,2,1,82.3,1995,en,1200,7,mid,2000000
燕化星城健德四里,fs,2,2,1,82.2,1997,sn,549,6,high,2000000
永兴家园,fs,2,1,1,90,2010,sn,1200,6,mid,1980000
兴房苑小区,fs,2,1,1,97.8,2006,sn,1200,6,mid,2000000
永兴达家园,fs,2,1,1,91.2,2001,sn,1500,6,mid,1900000
顺成嘉苑,fs,2,1,1,83.5,2008,sn,868,6,mid,1880000
祺兴缘家园,fs,2,1,1,83.4,2004,ew,1200,6,high,1560000
九洲兴达A区,fs,2,1,1,99.4,2003,ew,NA,6,mid,1700000
永安家园(房山),fs,2,1,1,86.9,2000,sn,NA,6,high,1880000
顺成嘉苑,fs,2,1,1,83,2010,sn,868,6,mid,1850000
迎风六里(二区),fs,2,1,1,90.7,2006,sn,875,6,high,1750000
顺成嘉苑,fs,2,1,1,83.5,2008,sn,868,6,high,1880000
燕化星城健德三里,fs,2,2,1,82.3,1998,wn,1200,6,mid,2030000
昊腾家园,fs,2,1,1,99.3,2011,sn,2000,6,high,1650000
洪福家园,fs,2,1,1,93.8,2000,sn,NA,6,mid,1750000
昊腾家园,fs,2,2,1,99.3,2005,sn,2000,6,mid,1850000
洪福家园,fs,2,1,1,93.8,2003,sn,NA,6,mid,1720000
九洲兴达A区,fs,2,1,1,92.5,2003,sn,NA,6,mid,1830000
顺成嘉苑,fs,2,1,1,83.2,2008,sn,868,6,high,1850000
兴房东里,fs,2,1,1,83.1,1996,ew,1600,7,mid,1690000
顺成嘉苑,fs,2,1,1,83.2,2007,sn,868,6,mid,1920000
燕化星城健德三里,fs,2,2,1,82.3,1998,wn,1200,6,mid,2030000
昊腾家园,fs,2,1,1,99.3,2011,sn,2000,6,high,1650000
兴房苑小区,fs,2,1,1,97.8,2004,sn,1200,6,mid,1790000
燕化星城健德三里,fs,2,2,1,82.3,1995,en,1200,7,mid,2000000
燕化星城健德四里,fs,2,2,1,80.8,1998,sn,549,6,mid,1990000
杰辉苑,fs,2,1,1,84.3,2003,sn,1100,6,mid,1650000
顺成嘉苑,fs,2,1,1,83,2010,sn,868,6,mid,1850000
迎风六里(二区),fs,2,1,1,90.7,2006,sn,875,6,high,1750000
顺成嘉苑,fs,2,1,1,83.2,2008,sn,868,6,high,1850000
顺成嘉苑,fs,2,1,1,83,2006,sn,868,6,high,1760000
祺兴缘家园,fs,2,1,1,83.4,2004,ew,1200,6,high,1560000
顺成嘉苑,fs,2,1,1,83.5,2009,sn,868,6,high,1750000
昊腾家园,fs,2,1,1,99.3,2011,sn,2000,6,high,1650000
燕化星城健德四里,fs,2,2,1,80.8,1998,sn,549,6,mid,1990000
祺兴缘家园,fs,2,1,1,83.4,2004,ew,1200,6,high,1560000
顺成嘉苑,fs,2,1,1,83.5,2009,sn,868,6,high,1750000
祺兴缘家园,fs,2,1,1,83.4,2004,ew,1200,6,high,1560000
顺成嘉苑,fs,2,1,1,83.5,2006,sn,868,6,high,1740000
永安家园(房山),fs,2,1,1,86.9,2006,sn,NA,6,high,1890000
昊腾家园,fs,2,1,1,99.3,2006,sn,2000,6,high,1520000
燕化星城健德四里,fs,2,2,1,80.8,2000,sn,549,6,mid,1950000
福胜家园,fs,2,1,1,89.3,2008,sn,403,6,high,2050000
燕化星城健德四里,fs,2,2,1,80.8,1998,sn,549,6,mid,1990000
福胜家园,fs,2,1,1,89.3,2006,sn,403,6,high,2000000
燕化星城健德三里,fs,2,2,1,82.7,1997,sn,1200,6,high,1980000
顺成嘉苑,fs,2,1,1,83.2,2007,sn,868,6,mid,1920000
杏花西里,fs,2,1,1,85,2005,sn,1700,6,high,1680000
祺兴缘家园,fs,2,1,1,83.4,2004,ew,1200,6,high,1560000
永安家园(房山),fs,2,1,1,90.5,2006,sn,NA,6,high,2000000
洪福家园,fs,2,1,1,88.6,2008,sn,NA,6,high,1850000
福胜家园,fs,2,1,1,87.2,2005,ew,403,6,mid,1900000
燕化星城健德三里,fs,2,2,1,83.2,1998,sn,1200,6,high,2050000
昊腾家园,fs,2,1,1,99.3,2005,sn,2000,6,high,1480000
永兴家园,fs,2,1,1,90.8,2010,sn,1200,6,mid,1980000
祺兴缘家园,fs,2,1,1,84.4,2003,ew,1200,6,high,1600000
兴房苑小区,fs,2,1,1,97.8,2004,sn,1200,6,mid,1790000
顺成嘉苑,fs,2,1,1,83.2,2008,sn,868,6,high,1850000
杰辉苑,fs,2,1,1,84.3,2004,sn,1100,6,mid,1650000
昊腾家园,fs,2,2,1,99.3,2010,sn,2000,6,mid,1900000
顺成嘉苑,fs,2,1,1,90.6,2010,sn,868,6,mid,1920000
昊腾家园,fs,2,2,1,99.3,2005,sn,2000,6,mid,2000000
迎风六里(二区),fs,2,1,1,91.5,2006,sn,875,6,mid,2080000
九洲兴达家园B区,fs,2,1,1,90.2,2004,sn,1100,6,high,1900000
昊腾家园,fs,2,1,1,99.3,2005,sn,2000,6,high,1480000
中国铁建原香漫谷三区,fs,2,2,1,84.1,2015,sn,1600,20,low,2250000
天恒乐活城(北区),fs,2,1,1,90,2009,s,573,20,low,2380000
中国铁建原香漫谷三区,fs,2,1,1,87.3,2016,s,1600,20,low,2100000
天恒乐活城(北区),fs,2,2,1,88.3,2010,s,573,18,low,2250000
天恒乐活城(北区),fs,2,2,1,89.2,2012,sn,573,20,low,2350000
中国铁建原香漫谷三区,fs,2,2,1,84.1,2015,sn,1600,20,low,2250000
